,Branch length stretch,date,numdate
100/100,1.2398611908365786,,2015.3068910604227
33.7/100,0.9983043305842128,,2019.5709380272576
34.2/51,0.6758751187210045,,2019.6337197491978
38.5/62,1.2467434901464711,,2018.9881695540635
41.8/91,1.0059041529800525,,2022.7821922953476
42.8/87,0.7196062670234682,,2019.6990019572618
44.9/70,1.4536359410088309,,2022.5671843288333
71.3/92,0.7198014869378807,,2022.0196524363291
73.8/100,0.7715267996477252,,2022.0330641001224
73.9/90,1.1081684339293782,,2018.5039225337216
73/100,1.3406496438653956,,2019.4325810766995
74.1/100,0.3829586029163879,,2017.6010785937735
74.2/34,0.3700490445655396,,2020.715235918064
74.2/98,1.3773839526723526,,2021.5279679166517
74.3/100,0.9983041917421703,,2021.7657915665848
74.8/100,0.8038504284878204,,2019.6712861690548
74.9/100,1.0109504280010206,,2021.7941660233178
74/100,2.0,,2018.01979903672
75.3/100,0.6896521967075172,,2021.9241528732123
75.4/95,0.6521609512541197,,2015.419224816751
75.8/100,0.7241166369341213,,2021.6214397182832
75.8/51,0.46538361689102287,,2019.3227679248312
75.9/100,1.2242946356454352,,2019.743669000242
75.9/76,0.9983044863891587,,2022.3410720846543
75/97,0.8634432106771437,,2021.6766237437475
76.1/100,0.8649645589393212,,2019.779507233191
76.3/100,0.9983045819466326,,2021.4679120207913
76.3/49,0.4425524286646082,,2019.3989711216893
76.4/85,0.9983046325622932,,2022.6595292938655
76.4/96,1.0430703923576852,,2019.901296768457
76.5/99,0.998304528607678,,2019.7411834800737
76.7/100,0.5855598791333947,,2019.9821175942823
76.7/99,0.9983042950719038,,2021.8399243361
76.8/100,0.5152163410393252,,2021.7453243440161
76.8/96,0.9983048933357499,,2021.815752706286
76.8/99,0.7812627028509721,,2019.3771576307242
76.9/100,0.869218731923286,,2019.7802342494301
76/100,0.42823593571271573,,2019.7597872857223
77.2/100,0.24186778124624375,,2020.8105662477728
77.2/99,0.4988551815382057,,2021.1512625961882
77.3/100,0.4207613094384628,,2019.6860301258982
77.3/67,1.1934654881632787,,2021.7322218514485
77.3/99,0.4519924501353177,,2019.95532348761
77.4/100,0.8814336351781245,,2021.648550960248
77.4/93,0.9994346172306855,,2021.2959882567943
77.4/97,1.413197898506957,,2019.751379542209
77.4/99,0.9945938866386168,,2021.1918531611875
77.5/100,0.8827600863795079,,2019.6593949470891
77.5/61,0.9983042275902573,,2019.9306895947295
77.6/100,2.0,,2022.731065890912
77.8/100,0.6692362548442339,,2022.1482748765397
77.8/88,0.7494607687601562,,2019.3717079097212
77.9/100,0.32588257494639306,,2022.1594295014313
77.9/99,0.9427429104384593,,2022.597994376644
77/100,0.9208760468222869,,2021.4103865599159
78.1/100,0.8821370010364684,,2022.0860458773382
78.1/55,1.0987610237001615,,2022.0163486366941
78.1/99,0.35268905691873476,,2019.8812954016364
78.2/100,0.7002786650315741,,2021.50205113921
78.2/58,1.060916652379702,,2022.8018223982688
78.2/97,1.0757209345755925,,2019.5080498090704
78.2/99,0.5653692354799035,,2019.2426357502895
78.3/99,0.9852630809019411,,2021.3614666545025
78.4/100,0.7851855591065425,,2021.7118540442177
78.5/100,2.0,,2022.0404515040743
78.6/100,0.9065014518462053,,2022.5260948315936
78.6/99,0.9854938219737757,,2019.0833605059372
78.7/100,0.535568506020604,,2022.7981303304664
78.9/100,0.9983046989850758,,2019.8169230822962
78.9/85,0.9983041917421712,,2022.4876003883203
78/100,0.5840207991689066,,2021.2518235340888
79.1/100,1.1033281576968974,,2019.8575122438835
79.1/52,0.888255450126722,,2022.4716627747216
79.3/100,1.0894193892440727,,2022.1217225592627
79.3/97,0.551162522668706,,2020.9054668222768
79.6/100,0.45180648908140353,,2022.5299100494371
79/100,0.4930025210900409,,2022.8329614651864
79/97,0.7383921469670021,,2019.402897466945
80.3/100,0.4987510211513618,,2019.0989418369145
80.4/100,0.5772866565432442,,2019.0130524015085
80.6/100,0.3625765734598171,,2022.5923287828145
80.7/100,0.45419809852222326,,2022.103325789318
80.8/100,1.032782916051512,,2022.8469936117672
80.9/99,0.5838966987275652,,2022.1444968824408
80/100,1.1349768840296728,,2022.7933769665428
81.1/100,0.8759930648051608,,2021.700901260106
